f_139293_,entity,2,
f_139294_,pos,2,
f_139312_,val$argPrefix,2,
f_139349_,ALL_PROVIDERS,2,
f_139350_,TARGET_PROVIDERS,2,
f_139351_,SOURCE_PROVIDERS,2,
f_139352_,ERROR_MERGE_UNCHANGED,2,
f_139353_,ERROR_GET_NOT_NUMBER,2,
f_139354_,ERROR_GET_NON_EXISTENT,2,
f_139355_,ERROR_MULTIPLE_TAGS,2,
f_139356_,ERROR_EXPECTED_LIST,2,
f_139357_,ERROR_EXPECTED_OBJECT,2,
f_139358_,ERROR_INVALID_INDEX,2,
f_139505_,PROVIDER,2,
f_139506_,ERROR_NO_PLAYERS,2,
f_139507_,entity,2,
f_139523_,val$arg,2,
f_139531_,PROVIDER,2,
f_139532_,SUGGEST_STORAGE,2,
f_139533_,storage,2,
f_139534_,id,2,
f_139563_,val$arg,2,
f_139571_,LOGGER,2,
f_142863_,resourcePackPrompt,2,
f_139598_,LOGGER,2,
f_142864_,CONVERSION_RETRY_DELAY_MS,2,
f_142865_,CONVERSION_RETRIES,2,
f_139599_,SHA1,2,
f_139600_,consoleInput,2,
f_139601_,queryThreadGs4,2,
f_139602_,rconConsoleSource,2,
f_139603_,rconThread,2,
f_139604_,settings,2,
f_139605_,gui,2,
f_139606_,textFilterClient,2,
f_139700_,this$0,2,
f_139753_,allowNether,2,
f_139705_,spawnMonsters,2,
f_139706_,snooperEnabled,2,
f_139707_,useNativeTransport,2,
f_139708_,enableCommandBlock,2,
f_139709_,spawnProtection,2,
f_139710_,opPermissionLevel,2,
f_139711_,functionPermissionLevel,2,
f_139712_,maxTickTime,2,
f_139713_,rateLimitPacketsPerSecond,2,
f_139714_,viewDistance,2,
f_139715_,maxPlayers,2,
f_139716_,networkCompressionThreshold,2,
f_139717_,broadcastRconToOps,2,
f_139718_,broadcastConsoleToOps,2,
f_139719_,maxWorldSize,2,
f_139720_,syncChunkWrites,2,
f_139721_,enableJmxMonitoring,2,
f_139722_,enableStatus,2,
f_139723_,entityBroadcastRangePercentage,2,
f_139724_,textFilteringConfig,2,
f_139725_,playerIdleTimeout,2,
f_139726_,whiteList,2,
f_139727_,worldGenSettings,2,
f_139728_,onlineMode,2,
f_139729_,preventProxyConnections,2,
f_139730_,serverIp,2,
f_139731_,spawnAnimals,2,
f_139732_,spawnNpcs,2,
f_139733_,pvp,2,
f_139734_,allowFlight,2,
f_139735_,resourcePack,2,
f_142878_,requireResourcePack,2,
f_142879_,resourcePackPrompt,2,
f_139736_,motd,2,
f_139737_,forceGameMode,2,
f_139738_,enforceWhitelist,2,
f_139739_,difficulty,2,
f_139740_,gamemode,2,
f_139741_,levelName,2,
f_139742_,serverPort,2,
f_139744_,announcePlayerAchievements,2,
f_139745_,enableQuery,2,
f_139746_,queryPort,2,
f_139747_,enableRcon,2,
f_139748_,rconPort,2,
f_139749_,rconPassword,2,
f_139750_,resourcePackHash,2,
f_139751_,resourcePackSha1,2,
f_139752_,hardcore,2,
f_139772_,source,2,
f_139773_,properties,2,
f_139781_,LOGGER,2,
f_142880_,MAX_SHUTDOWN_TIME,2,
f_142881_,SHUTDOWN_STATUS,2,
f_139782_,server,2,
f_139783_,maxTickTime,2,
f_139793_,this$0,2,
f_139798_,properties,2,
f_139797_,LOGGER,2,
f_139880_,this$0,2,
f_139881_,key,2,
f_139882_,value,2,
f_139883_,serializer,2,
f_139899_,MONOSPACED,2,
f_139900_,LOGGER,2,
f_142884_,TITLE,2,
f_142885_,SHUTDOWN_TITLE,2,
f_139901_,server,2,
f_139902_,logAppenderThread,2,
f_139903_,finalizers,2,
f_139904_,isClosing,2,
f_139936_,val$gui,2,
f_139937_,val$frame,2,
f_139938_,val$server,2,
f_139945_,this$0,2,
f_139950_,server,2,
f_139951_,tickCount,2,
f_142886_,DEBUG_WATER,2,
f_142887_,DEBUG_HEIGHTMAP,2,
f_142888_,DEBUG_COLLISION,2,
f_142889_,DEBUG_SHAPES,2,
f_142890_,DEBUG_NEIGHBORSUPDATE,2,
f_142891_,DEBUG_STRUCTURES,2,
f_142892_,DEBUG_LIGHT,2,
f_142893_,DEBUG_WORLDGENATTEMPT,2,
f_142894_,DEBUG_SOLID_FACE,2,
f_142895_,DEBUG_CHUNKS,2,
f_142896_,DEBUG_GAME_EVENT_LISTENERS,2,
f_142897_,DEBUG_DUMP_TEXTURE_ATLAS,2,
f_142898_,DEBUG_DUMP_INTERPOLATED_TEXTURE_FRAMES,2,
f_142899_,DEBUG_STRUCTURE_EDIT_MODE,2,
f_142900_,DEBUG_SAVE_STRUCTURES_AS_SNBT,2,
f_142901_,DEBUG_SYNCHRONOUS_GL_LOGS,2,
f_142902_,DEBUG_VERBOSE_SERVER_EVENTS,2,
f_142903_,DEBUG_NAMED_RUNNABLES,2,
f_142904_,DEBUG_GOAL_SELECTOR,2,
f_142905_,DEBUG_VILLAGE_SECTIONS,2,
f_142906_,DEBUG_BRAIN,2,
f_142907_,DEBUG_BEES,2,
f_142908_,DEBUG_RAIDS,2,
f_142909_,DEBUG_BLOCK_BREAK,2,
f_142910_,DEBUG_RESOURCE_LOAD_TIMES,2,
f_142911_,DEBUG_MONITOR_TICK_TIMES,2,
f_142912_,SNAPSHOT,2,
f_142913_,DEBUG_SHOW_SERVER_DEBUG_VALUES,2,
f_142914_,DEBUG_STORE_CHUNK_STACKTRACES,2,
f_142915_,RAIN_THRESHOLD,2,
f_136181_,MAXIMUM_TICK_TIME_NANOS,2,
f_136182_,CHECK_DATA_FIXER_SCHEMA,2,
f_136183_,IS_RUNNING_IN_IDE,2,
f_142916_,WORLD_RESOLUTION,2,
f_142917_,MAX_CHAT_LENGTH,2,
f_142918_,MAX_COMMAND_LENGTH,2,
f_136184_,ILLEGAL_FILE_CHARACTERS,2,
f_142919_,TICKS_PER_SECOND,2,
f_142920_,TICKS_PER_MINUTE,2,
f_142921_,TICKS_PER_GAME_DAY,2,
f_142922_,AVERAGE_GAME_TICKS_PER_RANDOM_TICK_PER_BLOCK,2,
f_142923_,AVERAGE_RANDOM_TICKS_PER_BLOCK_PER_MINUTE,2,
f_142924_,AVERAGE_RANDOM_TICKS_PER_BLOCK_PER_GAME_DAY,2,
f_142925_,SNAPSHOT_PROTOCOL_BIT,2,
f_136185_,CURRENT_VERSION,2,
f_142926_,DEBUG_KEEP_JIGSAW_BLOCKS_DURING_STRUCTURE_GEN,2,
f_142927_,DEBUG_DONT_SAVE_WORLD,2,
f_142928_,DEBUG_LARGE_DRIPSTONE,2,
f_142929_,DEBUG_PACKET_SERIALIZATION,2,
f_142930_,DEBUG_CARVERS,2,
f_142931_,DEBUG_ORE_VEINS,2,
f_142932_,DEBUG_SMALL_SPAWN,2,
f_142933_,DEBUG_DISABLE_LIQUID_SPREADING,2,
f_142934_,DEBUG_ONLY_GENERATE_HALF_THE_WORLD,2,
f_142935_,DEBUG_DISABLE_FLUID_GENERATION,2,
f_142936_,DEBUG_DISABLE_AQUIFERS,2,
f_142937_,DEBUG_DISABLE_NOISE_CAVES,2,
f_142938_,DEBUG_DISABLE_SURFACE,2,
f_142939_,DEBUG_DISABLE_CARVERS,2,
f_142940_,DEBUG_DISABLE_STRUCTURES,2,
f_142941_,DEBUG_DISABLE_FEATURES,2,
f_142942_,DEBUG_DISABLE_ORE_VEINS,2,
f_142943_,DEBUG_DISABLE_NOODLE_CAVES,2,
f_142944_,DEFAULT_MINECRAFT_PORT,2,
f_142945_,INGAME_DEBUG_OUTPUT,2,
f_142946_,DEBUG_SUBTITLES,2,
f_142947_,FAKE_MS_LATENCY,2,
f_142948_,FAKE_MS_JITTER,2,
f_136180_,NETTY_LEAK_DETECTION,2,
f_142949_,COMMAND_STACK_TRACES,2,
f_142950_,DEBUG_WORLD_RECREATE,2,
f_142951_,WORLD_VERSION,2,
f_142952_,VERSION_STRING,2,
f_142953_,RELEASE_TARGET,2,
f_142954_,RELEASE_NETWORK_PROTOCOL_VERSION,2,
f_142955_,SNAPSHOT_NETWORK_PROTOCOL_VERSION,2,
f_142956_,SNBT_NAG_VERSION,2,
f_142957_,RESOURCE_PACK_FORMAT,2,
f_142958_,DATA_PACK_FORMAT,2,
f_142959_,DATA_VERSION_TAG,2,
f_142960_,CNC_PART_2,2,
f_142961_,CNC_PART_2_ITEMS_AND_BLOCKS,2,
f_142962_,NEW_WORLD_GENERATION,2,
f_142963_,EXTENDED_WORLD_HEIGHT,2,
f_142964_,AQUIFER_ENABLED_CARVERS,2,
f_142965_,USE_NEW_RENDERSYSTEM,2,
f_142966_,MULTITHREADED_RENDERING,2,
f_142967_,FIX_TNT_DUPE,2,
f_142968_,FIX_SAND_DUPE,2,
f_142969_,ENABLE_SNOOPER,2,
f_142970_,USE_DEBUG_FEATURES,2,
f_142971_,ALLOW_INCOMPATIBLE_WORLD_HEIGHT,2,
f_142972_,DEBUG_HOTKEYS,2,
f_142973_,DEBUG_UI_NARRATION,2,
f_142974_,DEBUG_RENDER,2,
f_142975_,DEBUG_PATHFINDING,2,
f_139955_,DECIMAL_FORMAT,2,
f_139956_,values,2,
f_139957_,vp,2,
f_139958_,msgs,2,
f_139959_,server,2,
f_139960_,timer,2,
f_139974_,id,2,
f_139975_,pos,2,
f_139976_,progress,2,
f_139977_,updatedRenderTick,2,
f_140018_,resendLight,2,
f_142981_,pendingFullStateConfirmation,2,
f_139995_,UNLOADED_CHUNK,2,
f_139996_,UNLOADED_CHUNK_FUTURE,2,
f_139997_,UNLOADED_LEVEL_CHUNK,2,
f_139998_,UNLOADED_LEVEL_CHUNK_FUTURE,2,
f_139999_,CHUNK_STATUSES,2,
f_140000_,FULL_CHUNK_STATUSES,2,
f_142982_,BLOCKS_BEFORE_RESEND_FUDGE,2,
f_140001_,futures,2,
f_142983_,levelHeightAccessor,2,
f_140002_,fullChunkFuture,2,
f_140003_,tickingChunkFuture,2,
f_140004_,entityTickingChunkFuture,2,
f_140005_,chunkToSave,2,
f_142984_,chunkToSaveHistory,2,
f_140006_,oldTicketLevel,2,
f_140007_,ticketLevel,2,
f_140008_,queueLevel,2,
f_140009_,pos,2,
f_140010_,hasChangedSections,2,
f_140011_,changedBlocksPerSection,2,
f_140012_,blockChangedLightSectionFilter,2,
f_140013_,skyChangedLightSectionFilter,2,
f_140014_,lightEngine,2,
f_140015_,onLevelChange,2,
f_140016_,playerProvider,2,
f_140017_,wasAccessibleSinceLastSave,2,
f_140097_,this$0,2,
f_140101_,UNLOADED,2,
f_143023_,thread,2,
f_143024_,future,2,
f_143025_,source,2,
f_143031_,chunkStatusListener,2,
f_140145_,distanceManager,2,
f_140146_,tickingGenerated,2,
f_140147_,structureManager,2,
f_140148_,storageFolder,2,
f_140149_,playerMap,2,
f_140150_,entityMap,2,
f_140151_,chunkTypeCache,2,
f_140125_,unloadQueue,2,
f_140126_,viewDistance,2,
f_143032_,MAX_VIEW_DISTANCE,2,
f_140127_,MAX_CHUNK_DISTANCE,2,
f_143033_,FORCED_TICKET_LEVEL,2,
f_143034_,CHUNK_TYPE_REPLACEABLE,2,
f_143035_,CHUNK_TYPE_UNKNOWN,2,
f_143036_,CHUNK_TYPE_FULL,2,
f_140128_,LOGGER,2,
f_143037_,CHUNK_SAVED_PER_TICK,2,
f_143038_,MIN_VIEW_DISTANCE,2,
f_140129_,updatingChunkMap,2,
f_140130_,visibleChunkMap,2,
f_140131_,pendingUnloads,2,
f_140132_,entitiesInLevel,2,
f_140133_,level,2,
f_140134_,lightEngine,2,
f_140135_,mainThreadExecutor,2,
f_140136_,generator,2,
f_140137_,overworldDataStorage,2,
f_140138_,poiManager,2,
f_140139_,toDrop,2,
f_140140_,modified,2,
f_140141_,queueSorter,2,
f_140142_,worldgenMailbox,2,
f_140143_,mainThreadMailbox,2,
f_140144_,progressListener,2,
f_140436_,val$k,2,
f_140437_,this$0,2,
f_140442_,val$startX,2,
f_140443_,val$finalI,2,
f_140444_,val$range,2,
f_140445_,val$startZ,2,
f_140446_,val$either,2,
f_140447_,this$0,2,
f_140456_,this$0,2,
f_140470_,this$0,2,
f_140471_,serverEntity,2,
f_140472_,entity,2,
f_140473_,range,2,
f_140474_,lastSectionPos,2,
f_140475_,seenBy,2,
f_140508_,PRIORITY_LEVEL_COUNT,2,
f_140509_,taskQueue,2,
f_140510_,firstQueue,2,
f_140511_,name,2,
f_140512_,acquired,2,
f_140513_,maxTasks,2,
f_140549_,LOGGER,2,
f_140550_,queues,2,
f_140551_,sleeping,2,
f_140552_,mailbox,2,
f_140664_,task,2,
f_140665_,pos,2,
f_140666_,level,2,
f_140682_,task,2,
f_140683_,pos,2,
f_140684_,clearQueue,2,
f_140723_,x,2,
f_140724_,z,2,
f_143191_,COORD_BITS,2,
f_143192_,COORD_MASK,2,
f_143193_,HASH_A,2,
f_143194_,HASH_C,2,
f_143195_,HASH_Z_XOR,2,
f_143201_,DEMO_DAYS,2,
f_143202_,TOTAL_PLAY_TICKS,2,
f_140734_,displayedIntro,2,
f_140735_,demoHasEnded,2,
f_140736_,demoEndedReminder,2,
f_140737_,gameModeTicks,2,
f_140758_,LOGGER,2,
f_143205_,ENTITY_TICKING_RANGE,2,
f_140759_,PLAYER_TICKET_LEVEL,2,
f_143206_,INITIAL_TICKET_LIST_CAPACITY,2,
f_140760_,playersPerChunk,2,
f_140761_,tickets,2,
f_140762_,ticketTracker,2,
f_140763_,naturalSpawnChunkCounter,2,
f_140764_,playerTicketManager,2,
f_140765_,chunksToUpdateFutures,2,
f_140766_,ticketThrottler,2,
f_140767_,ticketThrottlerInput,2,
f_140768_,ticketThrottlerReleaser,2,
f_140769_,ticketsToRelease,2,
f_140770_,mainThreadExecutor,2,
f_140771_,ticketTickCounter,2,
f_140874_,this$0,2,
f_140886_,chunks,2,
f_140887_,maxDistance,2,
f_140888_,this$0,2,
f_140904_,this$0,2,
f_140905_,viewDistance,2,
f_140906_,queueLevels,2,
f_140907_,toUpdate,2,
f_8241_,players,2,
f_8296_,players,2,
f_8297_,unmodifiablePlayers,2,
f_8298_,visible,2,
f_8325_,chunkMap,2,
f_8326_,CHUNK_STATUSES,2,
f_8327_,distanceManager,2,
f_8328_,generator,2,
f_8329_,level,2,
f_8330_,mainThread,2,
f_8331_,lightEngine,2,
f_8332_,mainThreadProcessor,2,
f_8333_,dataStorage,2,
f_8334_,lastInhabitedUpdate,2,
f_8335_,spawnEnemies,2,
f_8336_,spawnFriendlies,2,
f_143226_,CACHE_SIZE,2,
f_8337_,lastChunkPos,2,
f_8338_,lastChunkStatus,2,
f_8339_,lastChunk,2,
f_8340_,lastSpawnState,2,
f_8491_,this$0,2,
f_8508_,LOGGER,2,
f_143241_,TOLERANCE_LEVEL_ROTATION,2,
f_8509_,level,2,
f_8510_,entity,2,
f_8511_,updateInterval,2,
f_8512_,trackDelta,2,
f_8513_,broadcast,2,
f_8514_,xp,2,
f_8515_,yp,2,
f_8516_,zp,2,
f_8517_,yRotp,2,
f_8518_,xRotp,2,
f_8519_,yHeadRotp,2,
f_8520_,ap,2,
f_8521_,tickCount,2,
f_8522_,teleportDelay,2,
f_8523_,lastPassengers,2,
f_8524_,wasRiding,2,
f_8525_,wasOnGround,2,
f_143242_,EMPTY_TIME_NO_TICK,2,
f_8546_,players,2,
f_8547_,chunkSource,2,
f_8548_,server,2,
f_8549_,serverLevelData,2,
f_143243_,entityTickList,2,
f_143244_,entityManager,2,
f_143245_,sleepStatus,2,
f_8551_,emptyTime,2,
f_8552_,portalForcer,2,
f_8553_,blockTicks,2,
f_8554_,liquidTicks,2,
f_143246_,navigatingMobs,2,
f_8556_,blockEvents,2,
f_8557_,handlingTick,2,
f_8558_,customSpawners,2,
f_8559_,dragonFight,2,
f_143247_,dragonParts,2,
f_8560_,structureFeatureManager,2,
f_8561_,tickTime,2,
f_8562_,END_SPAWN_POINT,2,
f_8564_,noSave,2,
f_8565_,raids,2,
f_8566_,LOGGER,2,
f_143351_,this$0,2,
f_8906_,connection,2,
f_8924_,server,2,
f_8918_,lastSentFood,2,
f_8919_,lastFoodSaturationZero,2,
f_8920_,lastSentExp,2,
f_8921_,spawnInvulnerableTime,2,
f_8922_,chatVisibility,2,
f_8923_,canChatColor,2,
f_8925_,lastActionTime,2,
f_8926_,camera,2,
f_8927_,isChangingDimension,2,
f_8928_,seenCredits,2,
f_8929_,recipeBook,2,
f_8930_,levitationStartPos,2,
f_8931_,levitationStartTime,2,
f_8932_,disconnected,2,
f_8933_,enteredNetherPosition,2,
f_8934_,lastSectionPos,2,
f_8935_,respawnDimension,2,
f_8936_,respawnPosition,2,
f_8937_,respawnForced,2,
f_8938_,respawnAngle,2,
f_8939_,textFilter,2,
f_143378_,textFilteringEnabled,2,
f_143379_,containerSynchronizer,2,
f_143380_,containerListener,2,
f_8940_,containerCounter,2,
f_8907_,LOGGER,2,
f_143381_,NEUTRAL_MOB_DEATH_NOTIFICATION_RADII_XZ,2,
f_143382_,NEUTRAL_MOB_DEATH_NOTIFICATION_RADII_Y,2,
f_8909_,advancements,2,
f_8910_,stats,2,
f_8911_,lastRecordedHealthAndAbsorption,2,
f_8912_,lastRecordedFoodLevel,2,
f_8913_,lastRecordedAirLevel,2,
f_8914_,lastRecordedArmor,2,
f_8915_,lastRecordedLevel,2,
f_8916_,lastRecordedExperience,2,
f_8917_,lastSentHealth,2,
f_8941_,gameMode,2,
f_8943_,latency,2,
f_8944_,wonGame,2,
f_143433_,this$0,2,
f_143458_,this$0,2,
f_143469_,$SwitchMap$net$minecraft$world$entity$player$ChatVisiblity,2,
f_9246_,LOGGER,2,
f_9247_,gameModeForPlayer,2,
f_9244_,level,2,
f_9245_,player,2,
f_9248_,previousGameModeForPlayer,2,
f_9249_,isDestroyingBlock,2,
f_9250_,destroyProgressStart,2,
f_9251_,destroyPos,2,
f_9252_,gameTicks,2,
f_9253_,hasDelayedDestroy,2,
f_9254_,delayedDestroyPos,2,
f_9255_,delayedTickStart,2,
f_9256_,lastSentState,2,
f_9296_,LOGGER,2,
f_9297_,taskMailbox,2,
f_9298_,lightTasks,2,
f_9299_,chunkMap,2,
f_9300_,sorterMailbox,2,
f_9301_,taskPerBatch,2,
f_9302_,scheduled,2,
f_9420_,type,2,
f_9421_,ticketLevel,2,
f_9422_,key,2,
f_9423_,createdTick,2,
f_9442_,START,2,
f_9443_,DRAGON,2,
f_9444_,PLAYER,2,
f_9445_,FORCED,2,
f_9446_,LIGHT,2,
f_9447_,PORTAL,2,
f_9448_,POST_TELEPORT,2,
f_9449_,UNKNOWN,2,
f_9450_,name,2,
f_9451_,comparator,2,
f_9452_,timeout,2,
f_9474_,LOGGER,2,
f_9475_,cache,2,
f_143479_,center,2,
f_9478_,size,2,
f_9479_,level,2,
f_9480_,seed,2,
f_9481_,levelData,2,
f_9482_,random,2,
f_9483_,dimensionType,2,
f_9484_,blockTicks,2,
f_9485_,liquidTicks,2,
f_9486_,biomeManager,2,
f_9487_,firstPos,2,
f_9488_,lastPos,2,
f_9489_,structureFeatureManager,2,
f_143480_,generatingStatus,2,
f_143481_,writeRadiusCutoff,2,
f_143482_,currentlyGenerating,2,
f_9603_,index,2,
f_143506_,BYTES_PER_MEBIBYTE,2,
f_143507_,ONE_GIGA,2,
f_143508_,LOGGER,2,
f_143509_,OPERATING_SYSTEM,2,
f_143510_,JAVA_VERSION,2,
f_143511_,JAVA_VM_VERSION,2,
f_143512_,entries,2,
f_9622_,LOGGER,2,
f_9623_,maxCount,2,
f_9624_,count,2,
f_9625_,startTime,2,
f_9626_,nextTickTime,2,
f_9637_,delegate,2,
f_9638_,mailbox,2,
f_9653_,delegate,2,
f_9654_,statuses,2,
f_9655_,spawnPos,2,
f_9656_,fullDiameter,2,
f_9657_,radius,2,
f_9658_,diameter,2,
f_9659_,started,2,
f_143586_,FAKE_PROTOCOL_VERSION,2,
f_9675_,LOGGER,2,
f_9676_,serverConnectionListener,2,
f_9688_,server,2,
f_9689_,connection,2,
f_9698_,SERVER_EVENT_GROUP,2,
f_9699_,SERVER_EPOLL_EVENT_GROUP,2,
f_9700_,running,2,
f_9701_,LOGGER,2,
f_9702_,server,2,
f_9703_,channels,2,
f_9704_,connections,2,
f_9725_,this$0,2,
f_9730_,this$0,2,
f_143587_,TIMER,2,
f_143588_,delay,2,
f_143589_,jitter,2,
f_143590_,queuedMessages,2,
f_143603_,ctx,2,
f_143604_,msg,2,
f_9735_,awaitingTeleportTime,2,
f_9736_,clientIsFloating,2,
f_9737_,aboveGroundTickCount,2,
f_9738_,clientVehicleIsFloating,2,
f_9739_,aboveGroundVehicleTickCount,2,
f_9740_,receivedMovePacketCount,2,
f_9741_,knownMovePacketCount,2,
f_9742_,connection,2,
f_9743_,player,2,
f_9744_,LOGGER,2,
f_143608_,LATENCY_CHECK_INTERVAL,2,
f_9745_,server,2,
f_9746_,tickCount,2,
f_9747_,keepAliveTime,2,
f_9748_,keepAlivePending,2,
f_9749_,keepAliveChallenge,2,
f_9750_,chatSpamTickCount,2,
f_9751_,dropSpamTickCount,2,
f_9753_,firstGoodX,2,
f_9754_,firstGoodY,2,
f_9755_,firstGoodZ,2,
f_9756_,lastGoodX,2,
f_9757_,lastGoodY,2,
f_9758_,lastGoodZ,2,
f_9759_,lastVehicle,2,
f_9760_,vehicleFirstGoodX,2,
f_9761_,vehicleFirstGoodY,2,
f_9762_,vehicleFirstGoodZ,2,
f_9763_,vehicleLastGoodX,2,
f_9764_,vehicleLastGoodY,2,
f_9765_,vehicleLastGoodZ,2,
f_9766_,awaitingPositionFromClient,2,
f_9767_,awaitingTeleport,2,
f_143670_,val$target,2,
f_143671_,this$0,2,
f_143689_,$SwitchMap$net$minecraft$world$level$block$entity$CommandBlockEntity$Mode,2,
f_143690_,$SwitchMap$net$minecraft$network$protocol$game$ServerboundPlayerActionPacket$Action,2,
f_143691_,$SwitchMap$net$minecraft$network$protocol$game$ServerboundPlayerCommandPacket$Action,2,
f_143692_,$SwitchMap$net$minecraft$network$protocol$game$ServerboundClientCommandPacket$Action,2,
f_9964_,IGNORE_STATUS_REASON,2,
f_9965_,server,2,
f_9966_,connection,2,
f_9976_,$SwitchMap$net$minecraft$network$ConnectionProtocol,2,
f_10013_,connection,2,
f_10014_,UNIQUE_THREAD_ID,2,
f_10015_,LOGGER,2,
f_143698_,MAX_TICKS_BEFORE_LOGIN,2,
f_10016_,RANDOM,2,
f_10017_,nonce,2,
f_10018_,server,2,
f_10019_,state,2,
f_10020_,tick,2,
f_10021_,gameProfile,2,
f_10022_,serverId,2,
f_10024_,delayedAcceptPlayer,2,
f_10058_,val$digest,2,
f_10059_,this$0,2,
f_10081_,DISCONNECT_REASON,2,
f_10082_,server,2,
f_10083_,connection,2,
f_10084_,hasRequestedStatus,2,
f_143703_,DUMMY,2,
f_143712_,EMPTY,2,
f_143713_,raw,2,
f_143714_,filtered,2,
f_10098_,LOGGER,2,
f_10099_,WORKER_COUNT,2,
f_10100_,THREAD_FACTORY,2,
f_10101_,chatEndpoint,2,
f_10102_,joinEndpoint,2,
f_10103_,leaveEndpoint,2,
f_10104_,authKey,2,
f_10105_,ruleId,2,
f_10106_,serverId,2,
f_10107_,chatIgnoreStrategy,2,
f_10108_,workerPool,2,
f_10162_,NEVER_IGNORE,2,
f_10163_,IGNORE_FULLY_FILTERED,2,
f_10174_,this$0,2,
f_10175_,profile,2,
f_10176_,streamExecutor,2,
f_10203_,file,2,
f_10204_,LOGGER,2,
f_10232_,SPLITTER,2,
f_10233_,zipFile,2,
f_10252_,LOGGER,2,
f_10253_,ON_WINDOWS,2,
f_10254_,BACKSLASH_MATCHER,2,
f_143748_,METADATA_EXTENSION,2,
f_143749_,PACK_META,2,
f_10298_,directory,2,
f_143750_,bridgeType,2,
f_10312_,generatedDir,2,
f_10313_,clientObject,2,
f_143759_,packMetadata,2,
f_10314_,namespaces,2,
f_10315_,LOGGER,2,
f_10316_,JAR_FILESYSTEM_BY_TYPE,2,
f_143765_,inputStream,2,
f_143766_,val$location,2,
f_143767_,this$0,2,
f_137440_,timeSource,2,
f_137441_,NIL_UUID,2,
f_143778_,ZIP_FILE_SYSTEM_PROVIDER,2,
f_137442_,WORKER_COUNT,2,
f_137443_,BOOTSTRAP_EXECUTOR,2,
f_137444_,BACKGROUND_EXECUTOR,2,
f_137445_,IO_POOL,2,
f_137446_,LOGGER,2,
f_137591_,val$from,2,
f_137592_,val$to,2,
f_137598_,val$target,2,
f_137603_,val$target,2,
f_137608_,val$target,2,
f_143844_,val$function,2,
f_143845_,cache,2,
f_143851_,val$function,2,
f_143852_,cache,2,
f_10366_,SERIALIZER,2,
f_10367_,description,2,
f_10368_,packFormat,2,
f_10381_,RESOURCEPACK_FILTER,2,
f_10382_,folder,2,
f_10383_,packSource,2,
f_10399_,LOGGER,2,
f_10401_,id,2,
f_10402_,supplier,2,
f_10403_,title,2,
f_10404_,description,2,
f_10405_,compatibility,2,
f_10406_,defaultPosition,2,
f_10407_,required,2,
f_10408_,fixedPosition,2,
f_10409_,packSource,2,
f_10481_,description,2,
f_10482_,confirmation,2,
f_10497_,sources,2,
f_10498_,available,2,
f_10499_,selected,2,
f_10500_,constructor,2,
f_10527_,DEFAULT,2,
f_10528_,BUILT_IN,2,
f_10529_,WORLD,2,
f_10530_,SERVER,2,
f_143904_,BUILT_IN_METADATA,2,
f_143905_,VANILLA_ID,2,
f_10544_,vanillaPack,2,
f_10599_,fallbacks,2,
f_10600_,LOGGER,2,
f_10601_,type,2,
f_10602_,namespace,2,
f_10630_,message,2,
f_10631_,closed,2,
f_10645_,LOGGER,2,
f_10646_,total,2,
f_10686_,name,2,
f_10687_,preparationResult,2,
f_10688_,reloadResult,2,
f_10689_,preparationNanos,2,
