searge,name,side,desc
C_5422_$C_5428_,net.minecraft.server.level.ChunkHolder$PlayerProvider,2,
C_5429_,net.minecraft.server.level.ChunkMap,2,
C_5429_$1,net.minecraft.server.level.ChunkMap$1,2,
C_5429_$2,net.minecraft.server.level.ChunkMap$2,2,
C_5429_$C_5432_,net.minecraft.server.level.ChunkMap$DistanceManager,2,
C_5429_$C_5433_,net.minecraft.server.level.ChunkMap$TrackedEntity,2,
C_5434_,net.minecraft.server.level.ChunkTaskPriorityQueue,2,
C_5435_,net.minecraft.server.level.ChunkTaskPriorityQueueSorter,2,
C_5435_$C_5437_,net.minecraft.server.level.ChunkTaskPriorityQueueSorter$Message,2,
C_5435_$C_5438_,net.minecraft.server.level.ChunkTaskPriorityQueueSorter$Release,2,
C_5439_,net.minecraft.server.level.ChunkTracker,2,
C_5440_,net.minecraft.server.level.ColumnPos,2,
C_5322_,net.minecraft.Util,2,
C_5322_$1,net.minecraft.Util$1,2,
C_5322_$3,net.minecraft.Util$3,2,
C_5322_$4,net.minecraft.Util$4,2,
C_5322_$5,net.minecraft.Util$5,2,
C_5322_$6,net.minecraft.Util$6,2,
C_5322_$7,net.minecraft.Util$7,2,
C_5322_$8,net.minecraft.Util$8,2,
C_5322_$9,net.minecraft.Util$9,2,
C_5322_$C_5329_,net.minecraft.Util$IdentityStrategy,2,
C_5322_$C_5330_,net.minecraft.Util$OS,2,
C_5322_$C_5330_$1,net.minecraft.Util$OS$1,2,
C_5322_$C_5330_$2,net.minecraft.Util$OS$2,2,
C_5441_,net.minecraft.server.level.DemoMode,2,
C_5442_,net.minecraft.server.level.DistanceManager,2,
C_5442_$C_5443_,net.minecraft.server.level.DistanceManager$ChunkTicketTracker,2,
C_5442_$C_5444_,net.minecraft.server.level.DistanceManager$FixedPlayerDistanceChunkTracker,2,
C_5442_$C_5445_,net.minecraft.server.level.DistanceManager$PlayerTicketTracker,2,
C_4_,net.minecraft.server.level.PlayerMap,2,
C_5_,net.minecraft.server.level.PlayerRespawnLogic,2,
C_6_,net.minecraft.server.level.SectionTracker,2,
C_7_,net.minecraft.server.level.ServerBossEvent,2,
C_8_,net.minecraft.server.level.ServerChunkCache,2,
C_8_$C_182766_,net.minecraft.server.level.ServerChunkCache$ChunkAndHolder,2,
C_8_$C_10_,net.minecraft.server.level.ServerChunkCache$MainThreadExecutor,2,
C_11_,net.minecraft.server.level.ServerEntity,2,
C_12_,net.minecraft.server.level.ServerLevel,2,
C_12_$C_140951_,net.minecraft.server.level.ServerLevel$EntityCallbacks,2,
C_13_,net.minecraft.server.level.ServerPlayer,2,
C_13_$1,net.minecraft.server.level.ServerPlayer$1,2,
C_13_$2,net.minecraft.server.level.ServerPlayer$2,2,
C_13_$3,net.minecraft.server.level.ServerPlayer$3,2,
C_14_,net.minecraft.server.level.ServerPlayerGameMode,2,
C_15_,net.minecraft.server.level.ThreadedLevelLightEngine,2,
C_15_$C_16_,net.minecraft.server.level.ThreadedLevelLightEngine$TaskType,2,
C_17_,net.minecraft.server.level.Ticket,2,
C_18_,net.minecraft.server.level.TicketType,2,
C_182767_,net.minecraft.server.level.TickingTracker,2,
C_19_,net.minecraft.server.level.WorldGenRegion,2,
C_140955_,net.minecraft.server.level.package-info,2,
C_21_,net.minecraft.server.level.progress.ChunkProgressListener,2,
C_22_,net.minecraft.server.level.progress.ChunkProgressListenerFactory,2,
C_23_,net.minecraft.server.level.progress.LoggerChunkProgressListener,2,
C_24_,net.minecraft.server.level.progress.ProcessorChunkProgressListener,2,
C_25_,net.minecraft.server.level.progress.StoringChunkProgressListener,2,
C_140957_,net.minecraft.server.level.progress.package-info,2,
C_26_,net.minecraft.server.network.LegacyQueryHandler,2,
C_27_,net.minecraft.server.network.MemoryServerHandshakePacketListenerImpl,2,
C_28_,net.minecraft.server.network.ServerConnectionListener,2,
C_28_$1,net.minecraft.server.network.ServerConnectionListener$1,2,
C_28_$2,net.minecraft.server.network.ServerConnectionListener$2,2,
C_28_$C_140958_,net.minecraft.server.network.ServerConnectionListener$LatencySimulator,2,
C_28_$C_140958_$C_140959_,net.minecraft.server.network.ServerConnectionListener$LatencySimulator$DelayedMessage,2,
C_182768_,net.minecraft.WorldVersion,2,
C_31_,net.minecraft.server.network.ServerGamePacketListenerImpl,2,
C_31_$1,net.minecraft.server.network.ServerGamePacketListenerImpl$1,2,
C_31_$2,net.minecraft.server.network.ServerGamePacketListenerImpl$2,2,
C_31_$C_140961_,net.minecraft.server.network.ServerGamePacketListenerImpl$EntityInteraction,2,
C_33_,net.minecraft.server.network.ServerHandshakePacketListenerImpl,2,
C_33_$1,net.minecraft.server.network.ServerHandshakePacketListenerImpl$1,2,
C_37_,net.minecraft.server.network.ServerLoginPacketListenerImpl,2,
C_37_$1,net.minecraft.server.network.ServerLoginPacketListenerImpl$1,2,
C_37_$C_39_,net.minecraft.server.network.ServerLoginPacketListenerImpl$State,2,
C_140962_,net.minecraft.server.network.ServerPlayerConnection,2,
C_40_,net.minecraft.server.network.ServerStatusPacketListenerImpl,2,
C_41_,net.minecraft.server.network.TextFilter,2,
C_41_$1,net.minecraft.server.network.TextFilter$1,2,
C_41_$C_140964_,net.minecraft.server.network.TextFilter$FilteredText,2,
C_42_,net.minecraft.server.network.TextFilterClient,2,
C_42_$C_44_,net.minecraft.server.network.TextFilterClient$IgnoreStrategy,2,
C_42_$C_45_,net.minecraft.server.network.TextFilterClient$PlayerContext,2,
C_42_$C_46_,net.minecraft.server.network.TextFilterClient$RequestFailedException,2,
C_140965_,net.minecraft.server.network.package-info,2,
C_140966_,net.minecraft.server.package-info,2,
C_47_,net.minecraft.server.packs.AbstractPackResources,2,
C_48_,net.minecraft.server.packs.FilePackResources,2,
C_49_,net.minecraft.server.packs.FolderPackResources,2,
C_50_,net.minecraft.server.packs.PackResources,2,
C_51_,net.minecraft.server.packs.PackType,2,
C_52_,net.minecraft.server.packs.ResourcePackFileNotFoundException,2,
C_53_,net.minecraft.server.packs.VanillaPackResources,2,
C_53_$1,net.minecraft.server.packs.VanillaPackResources$1,2,
C_54_,net.minecraft.server.packs.metadata.MetadataSectionSerializer,2,
C_55_,net.minecraft.server.packs.metadata.pack.PackMetadataSection,2,
C_56_,net.minecraft.server.packs.metadata.pack.PackMetadataSectionSerializer,2,
C_140970_,net.minecraft.server.packs.metadata.pack.package-info,2,
C_140971_,net.minecraft.server.packs.metadata.package-info,2,
C_140972_,net.minecraft.server.packs.package-info,2,
C_57_,net.minecraft.server.packs.repository.FolderRepositorySource,2,
C_58_,net.minecraft.server.packs.repository.Pack,2,
C_58_$C_59_,net.minecraft.server.packs.repository.Pack$PackConstructor,2,
C_58_$C_60_,net.minecraft.server.packs.repository.Pack$Position,2,
C_61_,net.minecraft.server.packs.repository.PackCompatibility,2,
C_62_,net.minecraft.server.packs.repository.PackRepository,2,
C_5362_,net.minecraft.advancements.Advancement,2,
C_5362_$C_5364_,net.minecraft.advancements.Advancement$Builder,2,
C_63_,net.minecraft.server.packs.repository.PackSource,2,
C_64_,net.minecraft.server.packs.repository.RepositorySource,2,
C_65_,net.minecraft.server.packs.repository.ServerPacksSource,2,
C_140973_,net.minecraft.server.packs.repository.package-info,2,
C_67_,net.minecraft.server.packs.resources.FallbackResourceManager,2,
C_67_$C_68_,net.minecraft.server.packs.resources.FallbackResourceManager$LeakedResourceWarningInputStream,2,
C_69_,net.minecraft.server.packs.resources.PreparableReloadListener,2,
C_69_$C_70_,net.minecraft.server.packs.resources.PreparableReloadListener$PreparationBarrier,2,
C_71_,net.minecraft.server.packs.resources.ProfiledReloadInstance,2,
C_71_$C_73_,net.minecraft.server.packs.resources.ProfiledReloadInstance$State,2,
C_74_,net.minecraft.server.packs.resources.ReloadInstance,2,
C_75_,net.minecraft.server.packs.resources.ReloadableResourceManager,2,
C_76_,net.minecraft.server.packs.resources.Resource,2,
C_77_,net.minecraft.server.packs.resources.ResourceManager,2,
C_77_$C_78_,net.minecraft.server.packs.resources.ResourceManager$Empty,2,
C_79_,net.minecraft.server.packs.resources.ResourceManagerReloadListener,2,
C_140974_,net.minecraft.server.packs.resources.ResourceProvider,2,
C_80_,net.minecraft.server.packs.resources.SimpleJsonResourceReloadListener,2,
C_81_,net.minecraft.server.packs.resources.SimplePreparableReloadListener,2,
C_82_,net.minecraft.server.packs.resources.SimpleReloadInstance,2,
C_82_$1,net.minecraft.server.packs.resources.SimpleReloadInstance$1,2,
C_82_$C_84_,net.minecraft.server.packs.resources.SimpleReloadInstance$StateFactory,2,
C_85_,net.minecraft.server.packs.resources.SimpleReloadableResourceManager,2,
C_85_$C_86_,net.minecraft.server.packs.resources.SimpleReloadableResourceManager$FailingReloadInstance,2,
C_85_$C_87_,net.minecraft.server.packs.resources.SimpleReloadableResourceManager$ResourcePackLoadingFailure,2,
C_88_,net.minecraft.server.packs.resources.SimpleResource,2,
C_140975_,net.minecraft.server.packs.resources.package-info,2,
C_89_,net.minecraft.server.players.BanListEntry,2,
C_90_,net.minecraft.server.players.GameProfileCache,2,
C_90_$1,net.minecraft.server.players.GameProfileCache$1,2,
C_90_$C_92_,net.minecraft.server.players.GameProfileCache$GameProfileInfo,2,
C_93_,net.minecraft.server.players.IpBanList,2,
C_94_,net.minecraft.server.players.IpBanListEntry,2,
C_95_,net.minecraft.server.players.OldUsersConverter,2,
C_95_$1,net.minecraft.server.players.OldUsersConverter$1,2,
C_95_$2,net.minecraft.server.players.OldUsersConverter$2,2,
C_95_$3,net.minecraft.server.players.OldUsersConverter$3,2,
C_95_$4,net.minecraft.server.players.OldUsersConverter$4,2,
C_95_$5,net.minecraft.server.players.OldUsersConverter$5,2,
C_95_$C_101_,net.minecraft.server.players.OldUsersConverter$ConversionError,2,
C_102_,net.minecraft.server.players.PlayerList,2,
C_102_$1,net.minecraft.server.players.PlayerList$1,2,
C_104_,net.minecraft.server.players.ServerOpList,2,
C_5396_,net.minecraft.advancements.AdvancementList,2,
C_5396_$C_5397_,net.minecraft.advancements.AdvancementList$Listener,2,
C_105_,net.minecraft.server.players.ServerOpListEntry,2,
C_140976_,net.minecraft.server.players.SleepStatus,2,
C_106_,net.minecraft.server.players.StoredUserEntry,2,
C_107_,net.minecraft.server.players.StoredUserList,2,
C_108_,net.minecraft.server.players.UserBanList,2,
C_110_,net.minecraft.server.players.UserBanListEntry,2,
C_111_,net.minecraft.server.players.UserWhiteList,2,
C_112_,net.minecraft.server.players.UserWhiteListEntry,2,
C_140977_,net.minecraft.server.players.package-info,2,
C_113_,net.minecraft.server.rcon.NetworkDataOutputStream,2,
C_114_,net.minecraft.server.rcon.PktUtils,2,
C_115_,net.minecraft.server.rcon.RconConsoleSource,2,
C_140978_,net.minecraft.server.rcon.package-info,2,
C_116_,net.minecraft.server.rcon.thread.GenericThread,2,
C_117_,net.minecraft.server.rcon.thread.QueryThreadGs4,2,
C_117_$C_118_,net.minecraft.server.rcon.thread.QueryThreadGs4$RequestChallenge,2,
C_119_,net.minecraft.server.rcon.thread.RconClient,2,
C_120_,net.minecraft.server.rcon.thread.RconThread,2,
C_140979_,net.minecraft.server.rcon.thread.package-info,2,
C_121_,net.minecraft.sounds.Music,2,
C_122_,net.minecraft.sounds.Musics,2,
C_123_,net.minecraft.sounds.SoundEvent,2,
C_124_,net.minecraft.sounds.SoundEvents,2,
C_125_,net.minecraft.sounds.SoundSource,2,
C_140980_,net.minecraft.sounds.package-info,2,
C_126_,net.minecraft.stats.RecipeBook,2,
C_127_,net.minecraft.stats.RecipeBookSettings,2,
C_127_$C_128_,net.minecraft.stats.RecipeBookSettings$TypeSettings,2,
C_2_,net.minecraft.advancements.AdvancementProgress,2,
C_2_$C_3_,net.minecraft.advancements.AdvancementProgress$Serializer,2,
C_129_,net.minecraft.stats.ServerRecipeBook,2,
C_130_,net.minecraft.stats.ServerStatsCounter,2,
C_131_,net.minecraft.stats.Stat,2,
C_132_,net.minecraft.stats.StatFormatter,2,
C_133_,net.minecraft.stats.StatType,2,
C_135_,net.minecraft.stats.Stats,2,
C_136_,net.minecraft.stats.StatsCounter,2,
C_140981_,net.minecraft.stats.package-info,2,
C_137_,net.minecraft.tags.BlockTags,2,
C_138_,net.minecraft.tags.EntityTypeTags,2,
C_139_,net.minecraft.tags.FluidTags,2,
C_140982_,net.minecraft.tags.GameEventTags,2,
C_140_,net.minecraft.tags.ItemTags,2,
C_141_,net.minecraft.tags.SerializationTags,2,
C_142_,net.minecraft.tags.SetTag,2,
C_143_,net.minecraft.tags.StaticTagHelper,2,
C_143_$C_145_,net.minecraft.tags.StaticTagHelper$Wrapper,2,
C_146_,net.minecraft.tags.StaticTags,2,
C_147_,net.minecraft.tags.Tag,2,
C_147_$C_149_,net.minecraft.tags.Tag$Builder,2,
C_147_$C_150_,net.minecraft.tags.Tag$BuilderEntry,2,
C_147_$C_151_,net.minecraft.tags.Tag$ElementEntry,2,
C_147_$C_152_,net.minecraft.tags.Tag$Entry,2,
C_147_$C_153_,net.minecraft.tags.Tag$Named,2,
C_147_$C_154_,net.minecraft.tags.Tag$OptionalElementEntry,2,
C_147_$C_155_,net.minecraft.tags.Tag$OptionalTagEntry,2,
C_147_$C_156_,net.minecraft.tags.Tag$TagEntry,2,
C_157_,net.minecraft.tags.TagCollection,2,
C_157_$1,net.minecraft.tags.TagCollection$1,2,
C_157_$C_140983_,net.minecraft.tags.TagCollection$NetworkPayload,2,
C_159_,net.minecraft.tags.TagContainer,2,
C_159_$1,net.minecraft.tags.TagContainer$1,2,
C_159_$C_140984_,net.minecraft.tags.TagContainer$Builder,2,
C_159_$C_140985_,net.minecraft.tags.TagContainer$CollectionConsumer,2,
C_161_,net.minecraft.tags.TagLoader,2,
C_162_,net.minecraft.tags.TagManager,2,
C_162_$C_140986_,net.minecraft.tags.TagManager$LoaderInfo,2,
C_140987_,net.minecraft.tags.package-info,2,
C_163_,net.minecraft.util.BitStorage,2,
C_164_,net.minecraft.util.ClassInstanceMultiMap,2,
C_165_,net.minecraft.util.CrudeIncrementalIntIdentityHashBiMap,2,
C_35_,net.minecraft.advancements.AdvancementRewards,2,
C_35_$C_36_,net.minecraft.advancements.AdvancementRewards$Builder,2,
C_166_,net.minecraft.util.Crypt,2,
C_167_,net.minecraft.util.CryptException,2,
C_168_,net.minecraft.util.CsvOutput,2,
C_168_$C_170_,net.minecraft.util.CsvOutput$Builder,2,
C_4980_,net.minecraft.util.CubicSampler,2,
C_4980_$C_4981_,net.minecraft.util.CubicSampler$Vec3Fetcher,2,
C_182769_,net.minecraft.util.CubicSpline,2,
C_182769_$C_182770_,net.minecraft.util.CubicSpline$1Point,2,
C_182769_$C_182771_,net.minecraft.util.CubicSpline$Builder,2,
C_182769_$C_182772_,net.minecraft.util.CubicSpline$Constant,2,
C_182769_$C_182773_,net.minecraft.util.CubicSpline$Multipoint,2,
C_140988_,net.minecraft.util.DebugBuffer,2,
C_171_,net.minecraft.util.DirectoryLock,2,
C_171_$C_172_,net.minecraft.util.DirectoryLock$LockException,2,
C_173_,net.minecraft.util.ExceptionCollector,2,
C_140989_,net.minecraft.util.ExtraCodecs,2,
C_140989_$1,net.minecraft.util.ExtraCodecs$1,2,
C_140989_$2,net.minecraft.util.ExtraCodecs$2,2,
C_140989_$3,net.minecraft.util.ExtraCodecs$3,2,
C_140989_$C_182777_,net.minecraft.util.ExtraCodecs$EitherCodec,2,
C_140989_$C_182778_,net.minecraft.util.ExtraCodecs$LazyInitializedCodec,2,
C_140989_$C_140990_,net.minecraft.util.ExtraCodecs$XorCodec,2,
C_196105_,net.minecraft.util.FastBufferedInputStream,2,
C_174_,net.minecraft.util.FastColor,2,
C_174_$C_175_,net.minecraft.util.FastColor$ARGB32,2,
C_140991_,net.minecraft.util.FileZipper,2,
C_178_,net.minecraft.util.FormattedCharSequence,2,
C_179_,net.minecraft.util.FormattedCharSink,2,
C_180_,net.minecraft.util.FrameTimer,2,
C_182779_,net.minecraft.util.Graph,2,
C_181_,net.minecraft.util.GsonHelper,2,
C_182_,net.minecraft.util.HttpUtil,2,
C_182780_,net.minecraft.util.InclusiveRange,2,
C_184_,net.minecraft.util.LazyLoadedValue,2,
C_185_,net.minecraft.util.LinearCongruentialGenerator,2,
C_186_,net.minecraft.util.LowerCaseEnumTypeAdapterFactory,2,
C_186_$1,net.minecraft.util.LowerCaseEnumTypeAdapterFactory$1,2,
C_181893_,net.minecraft.util.MemoryReserve,2,
C_182781_,net.minecraft.util.ModCheck,2,
C_182781_$C_182782_,net.minecraft.util.ModCheck$Confidence,2,
C_188_,net.minecraft.util.Mth,2,
C_182783_,net.minecraft.util.NativeModuleLister,2,
C_182783_$C_182784_,net.minecraft.util.NativeModuleLister$NativeModuleInfo,2,
C_182783_$C_182785_,net.minecraft.util.NativeModuleLister$NativeModuleVersion,2,
C_66_,net.minecraft.advancements.CriteriaTriggers,2,
C_140992_,net.minecraft.util.ParticleUtils,2,
C_189_,net.minecraft.util.ProgressListener,2,
C_182786_,net.minecraft.util.SimpleBitStorage,2,
C_182786_$C_182787_,net.minecraft.util.SimpleBitStorage$InitializationException,2,
C_192_,net.minecraft.util.SmoothDouble,2,
C_193_,net.minecraft.util.SortedArraySet,2,
C_193_$C_195_,net.minecraft.util.SortedArraySet$ArrayIterator,2,
C_196_,net.minecraft.util.StringDecomposer,2,
C_197_,net.minecraft.util.StringRepresentable,2,
C_197_$1,net.minecraft.util.StringRepresentable$1,2,
C_200_,net.minecraft.util.StringUtil,2,
C_182788_,net.minecraft.util.TelemetryConstants,2,
C_140993_,net.minecraft.util.ThreadingDetector,2,
C_201_,net.minecraft.util.TimeUtil,2,
C_182789_,net.minecraft.util.ToFloatFunction,2,
C_202_,net.minecraft.util.Tuple,2,
C_204_,net.minecraft.util.Unit,2,
C_140994_,net.minecraft.util.VisibleForDebug,2,
C_182790_,net.minecraft.util.ZeroBitStorage,2,
C_208_,net.minecraft.util.datafix.DataFixTypes,2,
C_209_,net.minecraft.util.datafix.DataFixers,2,
C_209_$1,net.minecraft.util.datafix.DataFixers$1,2,
C_209_$2,net.minecraft.util.datafix.DataFixers$2,2,
C_212_,net.minecraft.util.datafix.PackedBitStorage,2,
C_140995_,net.minecraft.util.datafix.fixes.AbstractArrowPickupFix,2,
C_213_,net.minecraft.util.datafix.fixes.AbstractUUIDFix,2,
C_182791_,net.minecraft.util.datafix.fixes.AddFlagIfNotPresentFix,2,
C_214_,net.minecraft.util.datafix.fixes.AddNewChoices,2,
C_215_,net.minecraft.util.datafix.fixes.AdvancementsFix,2,
C_216_,net.minecraft.util.datafix.fixes.AdvancementsRenameFix,2,
C_217_,net.minecraft.util.datafix.fixes.AttributesRename,2,
C_109_,net.minecraft.advancements.Criterion,2,
C_219_,net.minecraft.util.datafix.fixes.BedItemColorFix,2,
C_220_,net.minecraft.util.datafix.fixes.BeehivePoiRenameFix,2,
C_221_,net.minecraft.util.datafix.fixes.BiomeFix,2,
C_222_,net.minecraft.util.datafix.fixes.BitStorageAlignFix,2,
C_223_,net.minecraft.util.datafix.fixes.BlockEntityBannerColorFix,2,
C_224_,net.minecraft.util.datafix.fixes.BlockEntityBlockStateFix,2,
C_225_,net.minecraft.util.datafix.fixes.BlockEntityCustomNameToComponentFix,2,
C_226_,net.minecraft.util.datafix.fixes.BlockEntityIdFix,2,
C_227_,net.minecraft.util.datafix.fixes.BlockEntityJukeboxFix,2,
C_228_,net.minecraft.util.datafix.fixes.BlockEntityKeepPacked,2,
C_229_,net.minecraft.util.datafix.fixes.BlockEntityShulkerBoxColorFix,2,
C_230_,net.minecraft.util.datafix.fixes.BlockEntitySignTextStrictJsonFix,2,
C_230_$1,net.minecraft.util.datafix.fixes.BlockEntitySignTextStrictJsonFix$1,2,
C_232_,net.minecraft.util.datafix.fixes.BlockEntityUUIDFix,2,
C_233_,net.minecraft.util.datafix.fixes.BlockNameFlatteningFix,2,
C_234_,net.minecraft.util.datafix.fixes.BlockRenameFix,2,
C_234_$1,net.minecraft.util.datafix.fixes.BlockRenameFix$1,2,
C_140996_,net.minecraft.util.datafix.fixes.BlockRenameFixWithJigsaw,2,
C_140996_$1,net.minecraft.util.datafix.fixes.BlockRenameFixWithJigsaw$1,2,
C_236_,net.minecraft.util.datafix.fixes.BlockStateData,2,
C_238_,net.minecraft.util.datafix.fixes.BlockStateStructureTemplateFix,2,
C_239_,net.minecraft.util.datafix.fixes.CatTypeFix,2,
C_140998_,net.minecraft.util.datafix.fixes.CauldronRenameFix,2,
C_182792_,net.minecraft.util.datafix.fixes.CavesAndCliffsRenames,2,
C_182793_,net.minecraft.util.datafix.fixes.ChunkBedBlockEntityInjecterFix,2,
C_240_,net.minecraft.util.datafix.fixes.ChunkBiomeFix,2,
C_182794_,net.minecraft.util.datafix.fixes.ChunkHeightAndBiomeFix,2,
C_241_,net.minecraft.util.datafix.fixes.ChunkLightRemoveFix,2,
C_242_,net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix,2,
C_242_$1,net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$1,2,
C_242_$C_244_,net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$DataLayer,2,
C_242_$C_245_,net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$Direction,2,
C_242_$C_245_$C_246_,net.minecraft.util.datafix.fixes.ChunkPalettedStorageFix$Direction$Axis,2,
